Timestamp,What is your primary training?,What is your current area of research?,What operating system do you use?,"What data did you analyse since the start of your PhD? What data will you analyse, and what would you like to know more of? [DNA/protein sequences]","What data did you analyse since the start of your PhD? What data will you analyse, and what would you like to know more of? [Genomes]","What data did you analyse since the start of your PhD? What data will you analyse, and what would you like to know more of? [Expression data]","What data did you analyse since the start of your PhD? What data will you analyse, and what would you like to know more of? [Epigenetic data]","What data did you analyse since the start of your PhD? What data will you analyse, and what would you like to know more of? [Protein structure]","What data did you analyse since the start of your PhD? What data will you analyse, and what would you like to know more of? [Enzyme kinetics]","What data did you analyse since the start of your PhD? What data will you analyse, and what would you like to know more of? [Clinical data]","What data did you analyse since the start of your PhD? What data will you analyse, and what would you like to know more of? [Microscopy images]","If there are any points you think are missing in the previous question, please add them here:",What percentage of your working time do you spend in front of the computer,What bioinformatics-like tasks do you have to do on a regular basis and which software do you use for them?,Did you solve at least one of your day-to-day tasks using a programming language?,Did you submit at least one job to a computing cluster?,"Which of the following topics would you be interested in? (leave blank for “don’t know”) [Statistics: p-values, multiple testing adjustment, false discovery rates, basic statistical tests, confidence intervals]",Which of the following topics would you be interested in? (leave blank for “don’t know”) [Statistics: different kinds of plots and when to use them],Which of the following topics would you be interested in? (leave blank for “don’t know”) [Statistics: visualising high-dimensional data (e.g. to compare expression signatures of different phenotypes)],Which of the following topics would you be interested in? (leave blank for “don’t know”) [Statistics: introduction to Bayesian modeling],"Which of the following topics would you be interested in? (leave blank for “don’t know”) [Basic R: revisiting basic commands, making publication-quality plots]",Which of the following topics would you be interested in? (leave blank for “don’t know”) [Intermediate R: how to parallelise code and speed up running times],"Which of the following topics would you be interested in? (leave blank for “don’t know”) [Intermediate R: packages and use cases for genomics, gene expression, etc.]","Which of the following topics would you be interested in? (leave blank for “don’t know”) [Basic UNIX: navigate directory structures, connect to a remote server, using basic command-line tools (like grep and sed)]","Which of the following topics would you be interested in? (leave blank for “don’t know”) [Intermediate UNIX: shell scripting, working on a computing cluster, compiling software and handling system paths]","Which of the following topics would you be interested in? (leave blank for “don’t know”) [Basic Python: introduction, when to choose Python over R]","Which of the following topics would you be interested in? (leave blank for “don’t know”) [Intermediate Python: R integration, the scientific libraries NumPy, SciPy and pandas]","Which of the following topics would you be interested in? (leave blank for “don’t know”) [Basic Latex: how to write articles with Latex, include figures, cite literature etc., without having to learn the syntax]","Which of the following topics would you be interested in? (leave blank for “don’t know”) [Version Control: why it is useful to have a history of your work, tutorial on how to use it]","Which of the following topics would you be interested in? (leave blank for “don’t know”) [Version Control: code sharing, branches, and tracking down bugs]",Which of the following topics would you be interested in? (leave blank for “don’t know”) [Automation: using R scripts to generate figures from primary data that just need rerunning when the data changes],Which of the following topics would you be interested in? (leave blank for “don’t know”) [Automation: using makefiles to go from raw data to full reports and have no additional work when the data changes],Which of the following topics would you be interested in? (leave blank for “don’t know”) [Databases: the ENCODE project],Which of the following topics would you be interested in? (leave blank for “don’t know”) [Databases: ChEBI/ChEMBL (general and bioactive small molecules)],Which of the following topics would you be interested in? (leave blank for “don’t know”) [Databases: EnsEMBL (genes and gnomes)],Which of the following topics would you be interested in? (leave blank for “don’t know”) [Databases: ArrayExpress (expression profiles)],Which of the following topics would you be interested in? (leave blank for “don’t know”) [Databases: Uniprot (proteins) and InterPro (protein conservation)],Which of the following topics would you be interested in? (leave blank for “don’t know”) [Databases: Reactome (pathways) and BioModels (computable models)],Which of the following topics would you be interested in? (leave blank for “don’t know”) [Databases: PDBe/emDB (European structural database incl. EM-structures)],Which of the following topics would you be interested in? (leave blank for “don’t know”) [Databases: an overview of Web Services and how to use them to retrieve large amounts of data],Which of the following topics would you be interested in? (leave blank for “don’t know”) [Tutoring session: getting advice on how to analyse data in my specific project],Which of the following topics would you be interested in? (leave blank for “don’t know”) [Qualitative or quantitative mathematical modelling],"Besides the above points, is there anything you would like to hear more about? Some analysis you need to do but you don't know how? Some bioinformatics-related background relevant to your project that you are missing?"
12/06/2013 12:28:38,Biochemistry,Bioinformatics/Computational Biology,Mac OS-X,none,none,none,none,did analyse,none,none,none,,100,"Currently I am working with my groups program, ARP/wARP, for automated model building of proteins.",Yes,Plan to,(5) more,(5) more,(5) more,(5) more,(1) less,(1) less,(1) less,-4,-4,-4,-4,-2,(5) more,(5) more,-4,-4,(1) less,(1) less,(1) less,(1) less,(5) more,-4,(5) more,(5) more,(5) more,(5) more,
12/06/2013 12:29:53,Biology,Protein structures,Linux/Unix,would like to hear more of,none,would like to hear more of,none,did analyse,will analyse,none,none,,30,"Sequence alignment (Jalview)
homology modelling (chimera, modeller, STRAP)",Plan to,No,-3,-3,-2,(5) more,(5) more,(5) more,(5) more,-3,(5) more,-3,(5) more,(5) more,-2,-2,-3,-2,-2,-3,(1) less,,-3,(1) less,-4,(5) more,-3,-4,
12/06/2013 12:30:56,Biology,Genomics,Mac OS-X,would like to hear more of,will analyse,would like to hear more of,will analyse,none,none,would like to hear more of,will analyse,,30,R,Plan to,Plan to,(5) more,-4,-4,-4,-3,,,,,,,(5) more,-4,-3,-3,,(5) more,-4,-4,,,,,,-4,-4,
12/06/2013 12:31:05,Biology,Protein structures,Windows,did analyse,none,none,none,did analyse,will analyse,none,none,,70,"Data Processing : dedicated softwares nmrPipe,",Yes,No,-4,-3,(1) less,-4,(5) more,-3,-2,(5) more,(5) more,-3,-4,-4,-2,(1) less,-4,-4,(1) less,(1) less,(1) less,(1) less,-4,(1) less,-4,(1) less,-3,-3,
12/06/2013 12:46:03,Physics,Molecular/Cell Biology,Windows,would like to hear more of,would like to hear more of,will analyse,would like to hear more of,would like to hear more of,would like to hear more of,would like to hear more of,did analyse,,50,"Image Analysis
Matlab (for near future)
and so far mostly Fiji",Plan to,No,(5) more,(5) more,(1) less,(5) more,(5) more,(5) more,(1) less,(5) more,(5) more,(5) more,(5) more,(1) less,(1) less,(1) less,(1) less,(1) less,(1) less,(1) less,(1) less,(1) less,(1) less,(1) less,(1) less,(1) less,(1) less,(5) more,
12/06/2013 13:06:11,Biology,Molecular/Cell Biology,Mac OS-X,will analyse,none,will analyse,would like to hear more of,would like to hear more of,would like to hear more of,none,did analyse,,40,"Image analysis, Data extraction: ImageJ/Fiji, CellCognition
Data analysis: R studio",Yes,No,(5) more,(5) more,(5) more,-3,-4,(5) more,(5) more,-2,-4,-3,(5) more,-2,-4,-4,(5) more,(5) more,-2,(1) less,-4,(5) more,(5) more,(1) less,-2,-2,(5) more,-3,
12/06/2013 13:10:21,Biology,Protein structures,Linux/Unix,none,none,none,none,did analyse,none,none,did analyse,,100,"image analysis/processing
matlab
perl
python

",Yes,Yes,-3,-4,(1) less,(1) less,(1) less,(1) less,(1) less,(1) less,-4,(5) more,(5) more,,-3,-3,,,,,,,-3,,,,,,"Why only R?
Matlab might be nice for some people."
12/06/2013 13:17:28,Biology,Molecular/Cell Biology,Mac OS-X,did analyse,none,none,none,did analyse,none,none,did analyse,,30,"Sequence analysis,
Vector NT
Blast
4 Picks
",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/06/2013 13:27:38,Computer Science,Bioinformatics/Computational Biology,Mac OS-X,none,none,did analyse,did analyse,would like to hear more of,will analyse,would like to hear more of,none,,90,"Metabolic Models Simulations (FBA, etc...), Data Analysis Scripts, Network Visualisation, 

Eclipse, Cytoscape, ",Yes,No,(5) more,-4,-4,-3,-3,-2,-3,-2,-2,-2,-2,(1) less,-2,-2,-2,-2,-3,-4,-3,-4,-4,-4,-3,-2,-2,-4,
12/06/2013 13:32:44,Biology,Genomics,Mac OS-X,would like to hear more of,will analyse,will analyse,will analyse,none,none,none,none,,20,None so far,Plan to,Plan to,(5) more,-3,(1) less,-3,,,(5) more,,(5) more,,,,,,(5) more,,(5) more,(1) less,(5) more,(5) more,(1) less,(1) less,(1) less,-3,(1) less,(1) less,
12/06/2013 13:49:32,Biology,Molecular/Cell Biology,Mac OS-X,would like to hear more of,none,did analyse,none,none,would like to hear more of,would like to hear more of,will analyse,,30,"I use web service tools like blast, clustal to align and compare sequences;
I use DAVID to functionally analyze data from high-throughput experiments;
I use STRING to correlate protein function and activity.",No,No,(5) more,(5) more,-3,(1) less,(1) less,(1) less,,(1) less,(1) less,(1) less,(1) less,-4,-3,(1) less,(1) less,(1) less,-4,-4,-4,-4,-4,-4,-3,-2,-3,(1) less,
12/06/2013 13:59:14,Biology,Molecular/Cell Biology,Windows,would like to hear more of,none,none,none,none,none,none,did analyse,Statistic analysis: would like to hear more of. Microscopy images: did analyse + would like to hear more of,20,"Statistic - Prism
Counting of axons, vesicles - Image J",No,No,(5) more,(5) more,(5) more,-4,-4,(1) less,(1) less,-4,(1) less,-4,-3,(5) more,(1) less,-2,(5) more,(5) more,(1) less,(1) less,(1) less,(1) less,-3,(1) less,-3,-2,-4,-3,
12/06/2013 15:03:51,"Biochemistry, and Chemistry","Chemistry, Enzymology",Mac OS-X,did analyse,none,would like to hear more of,none,did analyse,did analyse,will analyse,did analyse,,30,"graph plotting and analysis with Graphpad Prism software or Sigmaplot software;
Pymol (not very often)",No,Yes,(5) more,(5) more,-2,(1) less,-3,(1) less,(1) less,-2,(1) less,(1) less,(1) less,-4,-4,(1) less,-4,-4,-3,(5) more,-3,(5) more,(5) more,(5) more,(5) more,(5) more,(5) more,-3,
12/06/2013 15:30:30,Biology,Model organisms,Mac OS-X,did analyse,would like to hear more of,would like to hear more of,none,would like to hear more of,none,none,will analyse,,40,"SNPs variation analysis
IGV software",No,No,,(5) more,-2,,(1) less,(1) less,(1) less,(1) less,(1) less,(1) less,(1) less,(1) less,-2,(1) less,(1) less,(1) less,(5) more,-4,(5) more,(5) more,-4,-3,-3,(5) more,(5) more,(1) less,
12/06/2013 15:39:48,Biology,EvoDevo,Mac OS-X,did analyse,did analyse,will analyse,none,none,none,none,did analyse,,70,"Sequence comparison (basic) and phylogenetic analysis
Image analysis. Matlab and Fiji
",Yes,Yes,-3,-4,-4,(1) less,(1) less,(5) more,-2,(1) less,(5) more,(1) less,(5) more,(1) less,-3,-3,-3,-3,-3,(1) less,(1) less,(1) less,(1) less,(1) less,(1) less,(1) less,(5) more,(5) more,Image analysis
12/06/2013 22:21:06,Biology,Microbiology/Pathogens,Mac OS-X,did analyse,will analyse,will analyse,would like to hear more of,none,none,none,did analyse,transcriptomic?,60,"write script to manage/analyse large amount of data - Perl and unix command (vim)

building phylogenetic trees - Seaview, PAML, etc. ... 

R .... Is it counted?
",Plan to,Yes,(1) less,-2,(5) more,-4,-3,(5) more,(5) more,-3,(5) more,-2,-2,-4,(5) more,,(5) more,(5) more,-3,-3,-2,-4,-3,-4,-3,-3,-4,-4,
13/06/2013 14:52:36,Biology,Molecular/Cell Biology,Mac OS-X,did analyse,none,none,none,did analyse,would like to hear more of,none,did analyse,,80,"image processing - Fiji
various data processing and scripting - Matlab",Yes,No,(5) more,(5) more,,(1) less,,,,(1) less,,(5) more,(5) more,(5) more,(5) more,,,,,,,,,(5) more,,,,(5) more,
14/06/2013 07:31:57,Bioinformatics,Bioinformatics/Computational Biology,Mac OS-X,did analyse,did analyse,would like to hear more of,would like to hear more of,would like to hear more of,would like to hear more of,will analyse,none,Cluster analysis,100,Scripting,Yes,Yes,(5) more,(5) more,(5) more,-4,-4,(5) more,-4,(1) less,-2,(5) more,(5) more,-4,-3,-4,(5) more,(5) more,-3,-3,-2,-2,-2,-4,-2,(1) less,-2,-4,cluster analysis
14/06/2013 15:24:17,Biology,Molecular/Cell Biology,Mac OS-X,did analyse,would like to hear more of,would like to hear more of,would like to hear more of,none,none,none,would like to hear more of,,10,"find unique sites in the genome for Southern probes: use BLAST
design primers for genotyping etc: use PRIMER3
annotate sequences: use Vector NTI, Serial Cloner",No,Yes,-2,-3,-3,(1) less,-2,(1) less,(1) less,(1) less,(1) less,(1) less,(1) less,-2,-2,(1) less,-2,(1) less,-3,-3,-3,-3,-3,-3,-3,-4,-4,-3,
15/06/2013 16:50:01,Biology,Cancer,Linux/Unix,will analyse,will analyse,will analyse,will analyse,none,none,none,none,,50,"R
bash
python
",Yes,Yes,(5) more,(5) more,(5) more,(5) more,-2,-4,-4,(1) less,-4,(5) more,(5) more,-2,-3,-3,-3,-3,(5) more,-3,-4,-3,-2,-3,-2,-3,-3,-4,
16/06/2013 15:01:47,Biology,Protein structures,Windows,did analyse,did analyse,did analyse,none,did analyse,did analyse,none,did analyse,,30,"Structure Prediction
Gene Identification, Sequence Translate, Protein Size and Property Prediction

Expasy, Uniprot, Pymol, Linux",No,No,-2,(1) less,(1) less,(1) less,(1) less,(1) less,(1) less,-3,(5) more,(5) more,(5) more,(5) more,,,(1) less,(5) more,(1) less,(1) less,(5) more,(1) less,(5) more,-3,(5) more,-2,(1) less,(1) less,
17/06/2013 09:52:01,Biochemistry...,"Cell biol, will move to computational biology/large scale data analysis and network biology",Windows,none,none,will analyse,would like to hear more of,none,none,would like to hear more of,will analyse,By expression I am assuming you mean protein; I use proteomics as a main tool to dig into cells.,60,"Cytoscape, network analysis
Bad bad excel > I want to move into R
Mass spectrometry data analysis: I currently use Proteome Discoverer (licence from Thermo Scientific).  I am considering MaxQuant (for SILAC experiment analysis).   
In general proteomics data analysis is a totally niche field, which is bad and expensive with the licences, I would like to see more of open and high quality stuff.",Plan to,No,-4,(5) more,(5) more,(5) more,-4,(5) more,-4,(1) less,(1) less,-3,-3,-3,(5) more,-4,(5) more,(5) more,-3,(1) less,(1) less,-4,(1) less,(5) more,(1) less,-3,(5) more,(5) more,"None that I can think of right now.
To encourage people to make the 'jump' towards bioinformatic/computational approaches, many biologists need a sort of confidence building exercise.  Maybe the way you structure the course could incorporate that.
All the best and thank  you! :-)"
17/06/2013 10:07:12,Medicine,Cancer,Mac OS-X,will analyse,will analyse,would like to hear more of,would like to hear more of,none,none,would like to hear more of,none,,20,Once I have my sequencing data back I will be analysing using variant detection software and the COSMIC database.,No,No,-4,-4,-3,(5) more,(5) more,,,(5) more,,,,,,,,,(1) less,,(5) more,,,,,,-4,,
17/06/2013 11:58:45,Biology,Molecular/Cell Biology,Windows,did analyse,would like to hear more of,none,none,none,would like to hear more of,none,did analyse,,50,"quantifications of image data, modelling certain aspects from this data and plotting the data - imageJ, Matlab, Excel",Plan to,No,-3,-4,-4,-3,(5) more,-3,(1) less,(1) less,(1) less,(5) more,-2,(5) more,-4,(1) less,(5) more,-3,(1) less,(1) less,(1) less,(1) less,(1) less,(1) less,(1) less,(1) less,(5) more,(5) more,introduction to Matlab maybe?!
21/06/2013 11:12:01,Biochemistry,Molecular/Cell Biology,Windows,did analyse,will analyse,will analyse,would like to hear more of,would like to hear more of,did analyse,none,would like to hear more of,,30,"RNAfold (vienna tools), protein sequence alignment (Clustal), domain prediction (SMART), Blast",No,No,(5) more,(5) more,-3,-2,(5) more,,,(5) more,-2,-4,-2,(5) more,(5) more,-2,-4,-4,(5) more,-3,-4,(5) more,(5) more,(5) more,(5) more,-3,-4,(1) less,
21/06/2013 11:44:05,Biology,Bioinformatics/Computational Biology,Linux/Unix,will analyse,would like to hear more of,would like to hear more of,would like to hear more of,did analyse,did analyse,would like to hear more of,none,,100,write bash/perl/R scripts for NGS (genome) analysis,Yes,Yes,(5) more,(5) more,(5) more,(5) more,(1) less,(1) less,(5) more,(1) less,(5) more,(1) less,(5) more,(5) more,,,(5) more,(5) more,(5) more,(1) less,(5) more,(5) more,,(5) more,(1) less,(5) more,(5) more,(5) more,eQTL
21/06/2013 13:22:24,Biology,Model organisms,Mac OS-X,did analyse,none,none,none,none,none,none,would like to hear more of,"Just a note- One should be able to check more than one box: I did, will do AND would like to hear more of Microscopy image analysis :)",30,"Cloning (primer, vector design)- Geneious 6.1.3
Image analysis- Imaris and Volocity
",No,No,(5) more,(5) more,-3,-3,(5) more,-3,-2,-3,-2,-2,(1) less,-4,-2,(1) less,-2,(1) less,-3,(1) less,-4,-3,-2,(1) less,(1) less,(1) less,-3,-2,"Just wanted to mention that I am truly interested in the statistical analysis part... It does not have to be very advanced, just going over which tests are best suited for different types of experiments (in molecular biology... I am thinking, for example qPCR data).

Yep, that would be great..."
22/06/2013 15:37:58,Chemistry,Molecular/Cell Biology,Mac OS-X,will analyse,would like to hear more of,will analyse,would like to hear more of,will analyse,none,none,will analyse,,10,qPCR primer design - Primer3,Plan to,No,(5) more,(5) more,-4,,(5) more,,,,,,,,,,(5) more,(5) more,,,,,(5) more,(5) more,(5) more,(5) more,,(5) more,I'd like to hear more about protein rational design.
24/06/2013 13:12:45,Biology,Protein structures,Mac OS-X,did analyse,would like to hear more of,would like to hear more of,none,did analyse,would like to hear more of,would like to hear more of,did analyse,,50,"processing of electron-microscopy images and light-microscopy images.
writing scripts for this.

chimera, spring, imagic, sparx, spider, eman

imageJ",Yes,Yes,(5) more,,-2,(1) less,-4,(1) less,(1) less,(1) less,(5) more,(5) more,(1) less,(5) more,-2,-2,(5) more,-4,-3,-4,(5) more,-3,(5) more,(5) more,(5) more,(5) more,(5) more,(1) less,
25/06/2013 10:32:21,Biology,Protein structures,Windows,did analyse,none,would like to hear more of,none,will analyse,would like to hear more of,none,will analyse,,20,"DNA/ Protein sequences: Expasy, NCBI-BLAST",Plan to,No,(5) more,-3,-3,-2,-2,-2,-2,(5) more,(5) more,(5) more,(5) more,-4,-2,-2,-3,-3,-2,-2,-3,-3,(5) more,-3,(5) more,-4,-4,-3,
28/06/2013 09:03:51,Biophysics,"Bioinformatics, Cancer and Genomics",Mac OS-X,would like to hear more of,will analyse,will analyse,would like to hear more of,would like to hear more of,none,did analyse,none,,100,"So far I did: 
- differential gene expression analysis
- pathway enrichment analysis
- alignment of WES data
- analysis of high-throughput drug screen
I use python and R (packages from Bioconductor such as: cellHTS2, DESeq2, Biobase, ShortRead, Reactome.db, and others). Sometimes I have to write some bash scripts as well.
For alignment I use gsnap (I also have some experience with bowtie2).",Yes,Yes,(1) less,(5) more,-2,-3,(1) less,-2,-2,(1) less,(1) less,(1) less,(1) less,(1) less,(1) less,(1) less,(1) less,(1) less,(1) less,(5) more,(5) more,(5) more,(5) more,-2,(1) less,-3,(1) less,(5) more,"I already have some experience in the areas you mentioned above. For me it would be interesting to hear about the steps in WGS and WES data analysis. What have to be done (like quality control, alignment, ..) which parameters should be used (which are the best for which situation), how to evaluate data during each step and which tools are better for each step and situation. It would be also nice to hear about what can we learn from sequencing data.
(maybe also more advanced R?)"
01/07/2013 11:00:32,Biology,Microbiology/Pathogens,Mac OS-X,did analyse,will analyse,would like to hear more of,none,none,none,none,would like to hear more of,,60,"analysis of high-throughput data (bacterial growth), matlab",Yes,No,(5) more,(5) more,(5) more,,(5) more,(5) more,,-3,(5) more,(5) more,,(5) more,(5) more,(5) more,(5) more,,,,,,,,,,,,
01/07/2013 11:00:40,Biology,Protein structures,Seven/Ubuntu/OSx,did analyse,none,will analyse,none,will analyse,will analyse,none,will analyse,,20,"ApE for cloning strategies with Clustalw and Expasy Translate
Does Evernote count? :D
",No,Plan to,-4,-4,(1) less,(1) less,(1) less,(5) more,(5) more,(1) less,(5) more,-4,-3,(5) more,(1) less,(1) less,-2,-2,-4,-3,,-2,-2,-2,(5) more,-2,-2,-2,Perl courses?
